facility_ID,subtype_code,lat,lon,equipment_groups,ScreenFreq,OGI_RS,Scenario1_RS,Scenario2_RS,Scenario3_RS,Scenario4_RS,AltFemp_Scenario1_RS,AltFemp_Scenario2_RS,AltFemp_Scenario3_RS,AltFemp_Scenario4_RS,MGLScenario1_RS,MGLScenario2_RS,MGLScenario3_RS,MGLScenario4_RS,OperatingStatus
43561,621,50.88954,-113.400552,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43999,364,50.88954,-113.400552,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44008,361,50.88954,-113.400552,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
60091,351,50.8901,-111.08,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55393,322,50.890716,-112.129537,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
7627,311,50.891166,-111.185749,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
60026,621,50.891282,-111.185525,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
60438,322,50.891282,-111.185525,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
4325,311,50.892453,-114.381729,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
55429,621,50.893619,-112.172235,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55462,364,50.893619,-112.172235,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55518,361,50.893619,-112.172235,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55717,401,50.893619,-112.172235,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55725,351,50.893619,-112.172235,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55741,361,50.893619,-112.172235,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55763,361,50.893619,-112.172235,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56763,621,50.894018,-111.692553,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55263,311,50.8948,-112.227,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55265,311,50.8948,-112.227,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
60500,311,50.8955,-111.169,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
7647,311,50.895786,-111.198855,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57204,363,50.897487,-111.690837,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43418,601,50.897502,-113.570713,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55307,601,50.8988,-112.375,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55333,364,50.8988,-112.375,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42115,601,50.902,-113.849,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
7744,311,50.902035,-110.480804,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
60598,361,50.902035,-110.480804,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
60603,621,50.902035,-110.480804,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
60811,401,50.902035,-110.480804,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55828,601,50.9061,-112.083,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
54913,311,50.907614,-112.286901,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44020,322,50.9079,-113.429,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44963,601,50.908232,-112.911261,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56778,361,50.908621,-111.51286,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56946,621,50.908621,-111.51286,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44023,351,50.9095,-113.47,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55396,601,50.9127,-112.133,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55397,601,50.9131,-112.06,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44685,601,50.913148,-112.737295,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55627,351,50.91367,-112.072402,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44693,311,50.913907,-112.973818,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54884,621,50.915845,-112.390907,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
54896,601,50.915845,-112.390907,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55011,363,50.915845,-112.390907,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55261,351,50.915845,-112.390907,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54812,401,50.915848,-112.448743,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55020,621,50.916737,-112.449635,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55073,621,50.916737,-112.449635,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55143,364,50.916737,-112.449635,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55204,361,50.916737,-112.449635,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55254,364,50.916737,-112.449635,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44012,311,50.9174,-113.492,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55116,364,50.918341,-112.374217,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55145,363,50.918341,-112.374217,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45107,601,50.920866,-112.960216,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
43470,621,50.921153,-113.167817,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44002,361,50.921153,-113.167817,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55561,363,50.922723,-111.99988,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55690,621,50.922723,-111.99988,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
6659,311,50.923013,-111.999629,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
55267,322,50.923637,-112.274658,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54954,601,50.925715,-112.226657,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55085,364,50.926,-112.299,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57090,351,50.926072,-111.746128,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44962,311,50.926971,-113.042214,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55277,322,50.9283,-112.37,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44991,322,50.928393,-112.953301,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56964,363,50.930526,-111.856952,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42108,601,50.930618,-114.417204,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55091,601,50.930669,-112.455855,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55757,311,50.931,-111.991,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57211,311,50.9321,-111.459,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42183,601,50.932744,-114.819063,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43473,601,50.934679,-113.138298,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
6633,311,50.9356,-112.308,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
42046,601,50.936287,-113.783304,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
42194,501,50.936645,-113.841123,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42197,321,50.9367,-113.785,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44827,311,50.937891,-112.629268,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44857,601,50.938879,-112.727821,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55358,363,50.940347,-111.881548,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55366,601,50.940347,-111.881548,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55624,363,50.940347,-111.881548,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55639,363,50.940347,-111.881548,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55721,621,50.940347,-111.881548,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55768,364,50.940347,-111.881548,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55041,601,50.9415,-112.368,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
6622,311,50.9425,-112.309,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
44840,364,50.942585,-113.120181,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44850,601,50.942585,-113.120181,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
6660,311,50.942692,-111.895685,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
54845,501,50.942825,-112.464062,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54940,322,50.944396,-112.46635,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43442,601,50.944604,-113.172195,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
43900,311,50.944604,-113.172195,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45135,601,50.944712,-112.531402,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55559,311,50.946138,-111.88786,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55701,311,50.9473,-111.884,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55595,601,50.9475,-112.09,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44629,601,50.949259,-112.982468,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56941,601,50.949745,-111.57736,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44802,601,50.949768,-112.890147,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
45110,601,50.949877,-113.043363,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55274,311,50.949949,-112.465744,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55507,311,50.950074,-111.898087,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44719,601,50.951111,-113.09925,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44835,601,50.954489,-112.784903,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
57094,363,50.955809,-111.595033,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54965,601,50.956,-112.479,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56950,311,50.956035,-111.800208,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56949,322,50.956113,-111.834312,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55662,311,50.9564,-111.888,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44669,601,50.95695,-112.951804,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44054,311,50.957,-113.379,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44114,621,50.957304,-113.714078,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44775,601,50.957306,-112.994233,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
45043,601,50.957348,-112.625332,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
43668,364,50.957416,-113.713576,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43923,601,50.957416,-113.713576,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
45090,601,50.957603,-112.692193,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56841,601,50.958173,-111.562303,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
57115,363,50.95945,-111.531151,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43453,364,50.962079,-113.380119,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43584,601,50.962079,-113.380119,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56855,351,50.9627,-111.787,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57148,311,50.962871,-111.797285,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
6606,311,50.962978,-112.275441,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
6578,311,50.964351,-112.276115,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
44657,621,50.964532,-112.613388,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44847,311,50.964532,-112.613388,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44623,601,50.964637,-112.866453,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
43710,601,50.9655,-113.169,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
42068,361,50.965699,-114.871085,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42178,322,50.965699,-114.871085,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42179,621,50.965699,-114.871085,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
4977,311,50.966941,-112.664908,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57186,311,50.9672,-111.84,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57176,311,50.968,-111.871,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44877,601,50.968089,-113.026166,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44954,364,50.968089,-113.026166,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44710,601,50.968486,-112.665448,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44751,361,50.968486,-112.665448,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45036,621,50.968486,-112.665448,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56979,311,50.968857,-111.824591,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57101,351,50.969988,-111.835976,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
60225,361,50.970242,-110.943436,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
4355,311,50.970978,-113.880278,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55083,311,50.9711,-112.339,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55163,601,50.9714,-112.441,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55212,363,50.9714,-112.441,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45101,601,50.971778,-112.85128,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56890,311,50.971973,-111.785944,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
4376,311,50.972933,-113.85286,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
42087,321,50.972933,-113.85286,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42164,601,50.972933,-113.85286,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42167,621,50.972933,-113.85286,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42181,362,50.972933,-113.85286,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
7723,311,50.97386,-110.368335,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57005,311,50.9764,-111.829,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44986,601,50.977672,-112.75007,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55048,311,50.978266,-112.354714,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54792,361,50.978673,-112.240822,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54825,364,50.978673,-112.240822,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55296,601,50.978673,-112.240822,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55343,621,50.978673,-112.240822,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56783,621,50.978833,-111.680054,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56889,363,50.978833,-111.680054,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57060,601,50.978833,-111.680054,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44776,601,50.9791,-113.064,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55089,401,50.9791,-112.239,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55111,361,50.979155,-112.331458,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56898,311,50.979163,-111.84321,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56788,621,50.980153,-111.470916,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56961,601,50.980153,-111.470916,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56993,363,50.980153,-111.470916,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43520,601,50.980271,-113.145922,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
43651,601,50.980423,-113.213063,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
43706,364,50.980423,-113.213063,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57085,311,50.980779,-111.866578,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56877,311,50.982355,-111.828042,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57125,351,50.9828,-111.814,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56981,322,50.982877,-111.796564,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56873,311,50.983,-111.861,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57113,361,50.983851,-111.738292,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44641,601,50.983897,-113.061594,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
43707,601,50.984485,-113.436048,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44022,364,50.984485,-113.436048,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56759,363,50.984963,-111.572013,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45081,311,50.984972,-112.930018,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
6927,311,50.985278,-111.821223,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54823,311,50.986174,-112.358588,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55062,363,50.986257,-112.438862,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55173,601,50.986257,-112.438862,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
57161,363,50.986383,-111.812538,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56753,311,50.986405,-111.846224,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45051,311,50.987605,-112.947684,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56989,311,50.98812,-111.823019,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57079,361,50.988773,-111.740478,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55596,601,50.989646,-112.067933,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55633,363,50.989646,-112.067933,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
6689,311,50.989776,-112.068047,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
44937,601,50.990949,-113.128237,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56828,311,50.990982,-111.837911,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56852,351,50.990983,-111.837338,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55220,311,50.991121,-112.381968,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56886,311,50.9912,-111.864,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56815,311,50.991614,-111.824072,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
60763,601,50.993497,-110.354553,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
44905,601,50.993696,-112.95382,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
45059,351,50.993696,-112.95382,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57198,311,50.993717,-111.841617,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57140,322,50.995039,-111.750242,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57147,311,50.995039,-111.750242,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44770,364,50.99506,-112.797399,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44996,601,50.99506,-112.797399,3,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56785,311,50.9952,-111.84,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57179,311,50.9953,-111.817,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56832,311,50.995355,-111.824848,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57167,311,50.995647,-111.840215,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56928,311,50.997,-111.847,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55755,311,50.9985,-112.081,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
42148,311,50.998741,-113.834942,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57032,311,50.99896,-111.857616,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55316,311,50.998962,-112.347567,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57156,351,50.999246,-111.823653,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45116,601,50.9995,-112.531,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
42149,311,50.999537,-113.850991,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
56884,311,50.9996,-111.851,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55082,311,50.999873,-112.213547,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45021,311,51.000899,-112.894047,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55077,311,51.000964,-112.461316,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55046,311,51.000986,-112.278264,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54883,363,51.001216,-112.441424,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54916,601,51.001216,-112.441424,4,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55122,621,51.001216,-112.441424,2,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
57195,351,51.0013,-111.797,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
4984,311,51.003022,-112.671239,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,OPERATING
56824,351,51.003356,-111.813975,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
57151,311,51.003356,-111.813975,1,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55031,361,51.003372,-112.488568,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
54831,361,51.003551,-112.392139,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
55301,601,51.003551,-112.392139,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
55310,621,51.003551,-112.392139,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
56992,311,51.0042,-111.835,5,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
44968,601,51.0047,-112.878,5,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
57021,351,51.005719,-111.787332,2,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
45082,363,51.006639,-112.747819,4,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
43747,621,51.006734,-113.171902,1,Triannual,3,3,4,4,6,3,4,4,6,3,4,4,6,ACTIVE
57120,501,51.006817,-111.839439,3,Annual,1,1,2,4,6,1,2,4,6,1,2,4,6,ACTIVE
